"NYC Borough, Block, and Lot (BBL)",Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),Primary Property Type - Self Selected
3065610007,null,"2,402",  63 STREET         ,BROOKLYN            ,11204,Yes,In Compliance ,76.7,74.3,100,97.4,null,None,86,286.4,235.6,50.8,"65,800",Multifamily Housing
2030510045,2011594,"4,487",   3 AVENUE         ,BRONX               ,10457,Yes,In Compliance ,127.6,122.4,297.9,290.8,29.56,Manual,49,598.9,171.5,427.3,"65,688",Medical Office
2031470050,2013469,260,EAST  188 STREET    ,BRONX               ,10458,Yes,In Compliance ,157.7,null,239.8,null,37.61,Manual,43,"1,581.3","1,173.8",407.5,"130,000",Medical Office
3056490038,3138079,"5,000",  14 AVENUE         ,BROOKLYN            ,11219,Yes,In Compliance ,72.2,70.1,155.5,153.2,null,None,44,268.5,97.8,170.6,"54,000",K-12 School
2037150011,2023482,"1,020",BOYNTON AVENUE      ,BRONX               ,10472,Yes,In Compliance ,108.8,106.4,144,141.7,144.24,ABS,44,480.2,389.1,91.1,"77,000",Multifamily Housing
5022360001,5107367,100,MERRILL AVENUE      ,STATEN ISLAND       ,10314,Yes,In Compliance ,77.6,77.5,114.6,114.5,null,None,79,408.5,310.1,98.5,"70,232",K-12 School
1020020101,1059980,589,RIVERSIDE DRIVE     ,MANHATTAN,10031,Yes,In Compliance ,163.8,144.9,195.2,176.2,93.84,ABS,2,683.4,619.6,63.8,"55,320",Multifamily Housing
3005230018,3336479,5,DELEVAN STREET      ,BROOKLYN            ,11231,Yes,In Compliance ,24.8,24,62.3,61,null,None,96,208.4,44.8,163.6,"113,630",Multifamily Housing
2037150017,2023483,"1,030",BOYNTON AVENUE      ,BRONX               ,10472,Yes,In Compliance ,108.3,108.4,144.5,144.8,140.74,ABS,44,476.8,382.6,94.1,"77,000",Multifamily Housing
3052870021,3122873,800,GREENWOOD AVENUE    ,BROOKLYN            ,11218,Yes,In Compliance ,88,null,116.6,null,null,None,55,356.5,290.4,66.1,"67,500",Multifamily Housing
4031697501,4075094,    99-34,  67 ROAD           ,QUEENS,11375,Yes,In Compliance ,14.5,14.3,43.5,43,null,None,100,77,3.3,73.7,"65,687",Multifamily Housing
2043380012,2049734,660,THWAITES PLACE      ,BRONX               ,10467,Yes,In Compliance ,null,null,null,null,82.86,ABS,null,null,null,87.9,"137,350",Multifamily Housing
2043370064,2049729,620,REISS PLACE         ,BRONX               ,10467,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,87.9,"86,527",Multifamily Housing
4001570040,4001757,    44-15,  43 AVENUE         ,QUEENS,11104,Yes,In Compliance ,103.1,null,133.2,null,52.03,ABS,33,398.5,332.4,66.1,"65,687",Multifamily Housing
1005770042,1009719,74,   5 AVENUE         ,MANHATTAN,10011,Yes,In Compliance ,53.7,51.2,77.9,75.2,null,None,93,403,312.6,90.4,"98,066",Multifamily Housing
2043180036,2049399,"2,187",CRUGER AVENUE       ,BRONX               ,10462,Yes,In Compliance ,null,null,null,null,null,None,null,null,null,75.6,"81,984",Multifamily Housing
2043180045,2049400,"2,167",CRUGER AVENUE       ,BRONX               ,10462,Yes,In Compliance ,null,null,null,null,94.25,ABS,null,null,null,76,"81,996",Multifamily Housing
1014600047,1045408,400,EAST   66 STREET    ,MANHATTAN,10065,Yes,In Compliance ,68.3,67.8,182.7,181.7,37.54,Manual,4,721.6,111.4,610.2,"138,500",Multifamily Housing
1013127502,1036922,465,PARK AVENUE         ,MANHATTAN,10022,Yes,In Compliance ,421.9,null,482,null,32.64,Manual,1,"8,412","7,839.5",572.5,"263,259",Multifamily Housing
1015247502,1084726,108,EAST   96 STREET    ,MANHATTAN,10128,Yes,In Compliance ,"23,281.5",12397.9,"72,939.3",38773.6,50.44,Manual,1,"202,396.4",439.2,"201,957.2","104,951",Multifamily Housing
4019700025,4048470,    59-20,VAN DOREN STREET    ,QUEENS,11368,Yes,In Compliance ,162.4,162.4,294.1,294.1,97.49,ABS,30,653.6,345,308.6,"62,907",Senior Care Community
3051850042,3119523,"2,107",DITMAS AVENUE       ,BROOKLYN            ,11226,Yes,In Compliance ,90.3,88.3,209.9,203.6,null,None,68,789.7,229.3,560.4,"122,676",Senior Care Community
4011140011,null,    60-01,  31 AVENUE         ,QUEENS,11377,Yes,In Compliance ,28.7,26.9,53.1,51.1,9.67,Manual,79,157.5,80.3,77.2,"85,000",Non-Refrigerated Warehouse
1007880016,1014475,257,WEST   38 STREET    ,MANHATTAN,10018,Yes,In Compliance ,92.9,null,186.6,null,null,None,3,550.6,269,281.6,"78,325",Multifamily Housing
1007610020,1013617,325,WEST   37 STREET    ,MANHATTAN,10018,Yes,In Compliance ,13.6,null,15.5,null,null,None,100,279.8,260.5,19.3,"275,609",Multifamily Housing
3067730080,3182285,"1,525",EAST   26 STREET    ,BROOKLYN            ,11229,Yes,In Compliance ,100.8,99,142.8,141,null,None,21,557.2,418.2,139,"94,740",Multifamily Housing
3065110012,3170521,814,EAST    9 STREET    ,BROOKLYN            ,11230,Yes,In Compliance ,95.6,94,126.4,124.5,null,None,38,408.7,331.1,77.6,"75,000",Multifamily Housing
1010790003,1080967,706,  11 AVENUE         ,MANHATTAN,10019,Yes,In Compliance ,72.4,63.6,131,121.9,null,None,null,303.8,160.3,143.4,"65,625",Automobile Dealership
1017920005,1087849,207,EAST  127 STREET    ,MANHATTAN,10035,Yes,In Compliance ,75.5,72.7,166.1,163.2,null,None,null,479,164.3,314.7,"91,256",Automobile Dealership
4036310001,4088137,    62-02,CATALPA AVENUE      ,QUEENS,11385,Yes,In Compliance ,140.7,null,175.6,null,null,None,5,479.1,413.4,65.7,"57,716",Multifamily Housing
2033270119,2017777,"3,467",DEKALB AVENUE       ,BRONX               ,10467,Yes,In Compliance ,116.5,null,164.6,null,null,None,9,391.3,297,94.3,"55,680",Multifamily Housing
3012230053,3030845,959,ST MARKS AVENUE     ,BROOKLYN            ,11213,Yes,In Compliance ,139.7,135.7,203.6,199.7,103.53,ABS,10,513.2,392.3,120.9,"50,400",Multifamily Housing
3021340001,3251678,478,KENT AVENUE         ,BROOKLYN            ,11249,Yes,In Compliance ,20.2,17.1,27.6,24.3,null,None,null,191.9,150,41.9,"165,167",Non-Refrigerated Warehouse
4026810001,4059931,    58-30,GRAND AVENUE        ,QUEENS,11378,Yes,In Compliance ,10.2,9.8,19.9,19.6,null,None,null,101.9,46.5,55.4,"151,500",Self-Storage Facility
1015900036,1051386,85,EAST END AVENUE     ,MANHATTAN,10028,Yes,In Compliance ,92.8,null,152.4,null,null,None,39,"1,150.5",767.7,382.8,"169,387",Multifamily Housing
3014150045,3038177,"1,730",CARROLL STREET      ,BROOKLYN            ,11213,Yes,In Compliance ,88.3,83.7,117.2,112.3,62.26,ABS,65,478.8,386.6,92.2,"95,040",Multifamily Housing
1005240066,1008243,100,BLEECKER STREET     ,MANHATTAN,10012,Yes,In Compliance ,56.2,56.2,176.6,176.6,null,None,null,826.1,0,826.1,"177,109",Other - Recreation
1008230065,1015545,40,WEST   22 STREET    ,MANHATTAN,10010,Yes,In Compliance ,58.5,56.2,71.6,69.3,19.61,ABS,null,227.9,202.3,25.6,"52,829",Multifamily Housing
1005460011,1008811,35,WEST    4 STREET    ,MANHATTAN,10012,Yes,In Compliance ,12.8,12.7,31.6,31.5,null,None,null,142.1,33.3,108.9,"151,070",College/University
1005700042,1009390,7,EAST   12 STREET    ,MANHATTAN,10003,Yes,In Compliance ,90.4,88.5,221.6,219.6,null,None,null,871.6,0,871.6,"125,145",College/University
1008797502,1087902,316,   3 AVENUE         ,MANHATTAN,10010,Yes,In Compliance ,63.3,62.2,124.1,123,36.63,ABS,76,"1,259.5",570.5,689,"301,004",Residence Hall/Dormitory
1005520022,1008875,33,WASHINGTON SQUARE W ,MANHATTAN,10011,Yes,In Compliance ,17.6,17.6,49,49,null,None,100,250.6,29.9,220.7,"182,714",Residence Hall/Dormitory
1005350001,1078952,44,WEST    4 STREET    ,MANHATTAN,10012,Yes,In Compliance ,0,0,0,0,null,None,null,0,0,0,"213,423",College/University
1005410018,1082207,51,WASHINGTON SQUARE S ,MANHATTAN,10012,Yes,In Compliance ,49.7,49.7,156,156,null,None,null,252.6,0,252.6,"61,310",College/University
1005320008,1066869,246,MERCER STREET       ,MANHATTAN,10012,Yes,In Compliance ,9.1,9.1,25.1,25.1,null,None,100,209.9,25.4,184.5,"298,336",Residence Hall/Dormitory
1005380040,1008662,566,LA GUARDIA PLACE    ,MANHATTAN,10012,Yes,In Compliance ,32.4,32.4,88,88,null,None,null,617.1,86.2,530.9,"247,639",Social/Meeting Hall
1005460031,1008816;1008817;1008818,4,WASHINGTON PLACE    ,MANHATTAN,10003,Yes,In Compliance ,21,21,65.9,65.9,null,None,null,450.4,0,450.4,"258,686",College/University
1020457503,1087741,130,BRADHURST AVENUE    ,MANHATTAN,10039,Yes,In Compliance ,67,63.3,109.8,105.6,null,None,76,791.4,491.3,300.1,"191,934",Multifamily Housing
1018707501,1056414,243,WEST   98 STREET    ,MANHATTAN,10025,Yes,In Compliance ,83.4,78.6,109.9,105,null,None,68,362.7,305.7,56.9,"56,963",Multifamily Housing
1005680001,1009250,35,   5 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,84.6,84.6,110.8,110.8,null,None,76,995.1,842.4,152.7,"155,195",Residence Hall/Dormitory
4013140003,4030733,    41-41,  51 STREET         ,QUEENS,11377,Yes,In Compliance ,53.1,50.8,75.1,72.5,48.01,ABS,95,591,469.9,121.1,"145,000",Multifamily Housing
1009300020,1020600,335,EAST   24 STREET    ,MANHATTAN,10010,Yes,In Compliance ,312.3,306.3,560,553.3,null,None,null,"4,397.1",0,"4,397.1","197,092",College/University
1005470001,1008820,32,WAVERLY PLACE       ,MANHATTAN,10003,Yes,In Compliance ,19.8,19.8,62.2,62.2,null,None,null,423.8,0,423.8,"258,155",College/University
1004670001,1006826,67,   3 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,100.3,97.9,212.9,210.4,null,None,null,"2,469.9",49.7,"2,420.2","333,256",Residence Hall/Dormitory
1005590012,1009072,106,EAST   14 STREET    ,MANHATTAN,10003,Yes,In Compliance ,94.9,92.3,182.5,179.7,null,None,46,"1,325.5",625.8,699.6,"212,954",Residence Hall/Dormitory
1005350036,1008627,17,WEST    3 STREET    ,MANHATTAN,10012,Yes,In Compliance ,"11,125.3",11125.3,"11,882.3",11882.3,null,None,null,"101,859.2","100,032.6","1,826.6","158,590",College/University
1005470005,1008822,24,WAVERLY PLACE       ,MANHATTAN,10003,Yes,In Compliance ,0,0,0,0,null,None,null,0,0,0,"60,329",College/University
1005480004,1008835,5,UNIVERSITY PLACE    ,MANHATTAN,10003,Yes,In Compliance ,13,12.7,13.6,13.3,null,None,100,144,144,0,"209,364",Residence Hall/Dormitory
1009300034,1020601,421,   1 AVENUE         ,MANHATTAN,10010,Yes,In Compliance ,130,123.5,275.6,268.2,null,None,null,"1,104.4",19.4,"1,085","114,926",College/University
3053930079,3126938,425,EAST    9 STREET    ,BROOKLYN            ,11218,Yes,In Compliance ,79.5,77.6,140,137.9,null,None,58,289.7,160.7,129.1,"57,600",K-12 School
1017277501,1081375,380,LENOX AVENUE        ,MANHATTAN,10027,Yes,In Compliance ,63.5,60.1,112,108,null,None,64,586.1,324.4,261.7,"145,778",Multifamily Housing
1005957501,1076084,490,GREENWICH STREET    ,MANHATTAN,10013,Yes,In Compliance ,102.6,101.7,113.3,112.3,8.39,ABS,92,328.6,315.4,13.2,"59,445",Office
4012300045,4028364,    39-50,  60 STREET         ,QUEENS,11377,Yes,In Compliance ,85,81.3,114.2,110.5,97.86,ABS,95,670.6,554,116.5,"107,000",Multifamily Housing
3060940001,3395142,699,  92 STREET         ,BROOKLYN            ,11228,Yes,In Compliance ,193.4,189.1,274.4,270,null,None,null,"3,749.5","2,808.8",940.7,"332,127",Other - Entertainment/Public Assembly
3054570110,3129321,"1,080",MC DONALD AVENUE    ,BROOKLYN            ,11230,Yes,In Compliance ,154.2,150.3,357.3,353.3,null,None,100,"1,486.4",436.5,"1,049.9","135,404",Supermarket/Grocery Store
5000030015,5089355,388,RICHMOND TERRACE    ,STATEN ISLAND       ,10301,Yes,In Compliance ,70.2,68.5,88.5,86.6,61.02,Manual,98,344.6,293.4,51.2,"87,492",Multifamily Housing
3053920071,3126893,499,EAST    8 STREET    ,BROOKLYN            ,11218,Yes,In Compliance ,66.2,64.5,75.6,73.8,61.27,Manual,97,319.1,297.8,21.2,"88,528",Multifamily Housing
3076690029,3210465,"3,319",KINGS HIGHWAY       ,BROOKLYN            ,11234,Yes,In Compliance ,58.5,56.8,65.3,63.5,43.89,Manual,99,211.9,201.6,10.2,"66,992",Multifamily Housing
3067720001,3182230,"3,619",BEDFORD AVENUE      ,BROOKLYN            ,11210,Yes,In Compliance ,54.8,53.6,63,61.6,40.4,Manual,null,262.6,243.6,19,"87,862",Other
1021360170,1063336,910,RIVERSIDE DRIVE     ,MANHATTAN,10032,Yes,In Compliance ,105.2,95.9,113.3,103.9,72.83,Manual,74,593.7,573.1,20.5,"74,730",Multifamily Housing
3053760033,3126248,430,EAST    8 STREET    ,BROOKLYN            ,11218,Yes,In Compliance ,92.3,89.7,102.7,100,90.75,Manual,86,384.5,366.7,17.8,"77,160",Multifamily Housing
3052320029,3121077,"1,119",FOSTER AVENUE       ,BROOKLYN            ,11230,Yes,In Compliance ,102.2,99.7,112.3,109.6,96.58,Manual,78,326.7,315.1,11.6,"59,400",Multifamily Housing
4081000002,4168744,    42-30,DOUGLASTON PARKWAY  ,QUEENS,11363,Yes,In Compliance ,9.1,null,23.8,null,null,None,null,69.4,12.2,57.2,"101,000",Multifamily Housing
4050400032,4114215,    41-34,FRAME PLACE         ,QUEENS,11355,Yes,In Compliance ,15.6,null,24.5,null,null,None,null,48.5,31.9,16.6,"51,480",Multifamily Housing
3016330060,3325013;3325014;3839609;3839514;3816195,969,GATES AVENUE        ,BROOKLYN            ,11221,Yes,In Compliance ,128.5,124.7,185.1,181.4,null,None,15,"1,055.3",776.9,278.4,"139,906",Multifamily Housing
1007980041,1014802,695,AVENUE OF THE AMER  ,MANHATTAN,10010,Yes,In Compliance ,105,null,217.5,null,null,None,53,"1,676.5",791.7,884.8,"204,000",Retail Store
4065870006,4447676;4447677;4447678;4451198;4451199;4451200;4451201;4451202;4451203;4451204;4451205;4451206;4451207;4451208;4451209;4451210;4451211;4451212;4451213;4451214;4451215;4451216;4451217;4447666;4447668;4447669;4447670;4447671;4447672;4447673;4447674;4447675;4852746,   135-12,  77 AVENUE         ,QUEENS,11367,Yes,In Compliance ,61,null,66.8,null,null,None,99,453.2,437.2,16,"130,440",Multifamily Housing
2037370001,2023748,"1,471",WATSON AVENUE       ,BRONX               ,10472,Yes,In Compliance ,114.4,null,177.1,null,null,None,2,696.8,491.1,205.7,"88,100",Multifamily Housing
2026650001,0,680,TINTON AVENUE       ,BRONX               ,10455,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL
2026540002,2091976;2091977;2091978;2091979;2091987;2091988;2091989,720,WESTCHESTER AVENUE  ,BRONX               ,10455,Yes,In Compliance ,131.5,null,192.1,null,null,None,17,"7,031.6","5,090.4","1,941.2","906,500",Multifamily Housing
3013520080,3324612;3324613;3324614;3324615;3324616;3324617,193,ALBANY AVENUE       ,BROOKLYN            ,11213,Yes,In Compliance ,0,0,0,0,null,None,100,0,0,0,"753,400",Multifamily Housing
1003070001,1075792;1084872,45,ALLEN STREET        ,MANHATTAN,10002,Yes,In Compliance ,96.2,null,151.3,null,null,None,48,749,492.8,256.2,"128,543",Multifamily Housing
1011540101,1081771;1082575;1082576;1082577;1082578;1082579;1082580;1082581;1082582;1082583;1082584;1082585;1082586,40,AMSTERDAM AVENUE    ,MANHATTAN,10023,Yes,In Compliance ,155.1,null,215.3,null,null,None,13,"8,089.3","6,213.9","1,875.4","900,123",Multifamily Housing
1011560020,1030340,240,WEST   65 STREET    ,MANHATTAN,10023,Yes,In Compliance ,146.9,null,234.6,null,null,None,3,"1,655",48,"1,607.1","162,599",Multifamily Housing
1018720029,1056483,820,AMSTERDAM AVENUE    ,MANHATTAN,10025,Yes,In Compliance ,119.7,null,178.9,null,null,None,1,"1,132.8",797,335.8,"159,080",Multifamily Housing
3018020051,3050169;3050196;3050197;3050198;3050199;3050200;3050201;3050202;3050203;3050204;3050586;3050587;3050588;3050619;3050655;3050656;3050657;3050658;3050659;3050660;3050661;3050662;3050663;3050664;3050665;3050666;3050667;3050907;3050914;3050915;3050916;3050917;3050918;3050919;3050920;3050921;3050922;3050923;3050924;3050925;3050926;3050927;3322152;3322159;3322161;3322207;3322209;3322226;3350437;3397846,360,NOSTRAND AVENUE     ,BROOKLYN            ,11216,Yes,In Compliance ,121.8,null,196.3,null,null,None,6,"2,973.1","1,889.2","1,083.9","399,300",Multifamily Housing
3017940011,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940054,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940112,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940113,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3083290225,3331419;3331420;3331421;3331422;3331423;3331424;3331425;3331427;3331428;3331429;3331430;3331431;3331432;3331433;3331434;3331435;3331436;3331437;3331438;3331439;3331440;3331441;3331442;3331443;3391490,"9,910",SEAVIEW AVENUE      ,BROOKLYN            ,11236,Yes,In Compliance ,115.7,null,166,null,null,None,28,"11,969.6","8,860.3","3,109.2","1,759,600",Multifamily Housing
3017940114,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940115,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940116,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940117,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940118,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940119,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940120,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2049050360,2093740;2093741;2093742;2093743;2093744;2093745;2093746;2093747;2093748;2093749;2093750;2093751,"1,201",EAST 229 STREET     ,BRONX               ,10466,Yes,In Compliance ,109.4,106.6,170.5,167.3,null,None,21,"2,969.5","1,976.1",993.4,"449,700",Multifamily Housing
3051630019,3118820,460,EAST   21 STREET    ,BROOKLYN            ,11226,Yes,In Compliance ,99.2,95.4,138.3,134.3,null,None,35,404,308.8,95.2,"70,190",Multifamily Housing
3017940121,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017940139,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018020043,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018020044,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018020051,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030011,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030027,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
1020680046,1061681,"1,901",AMSTERDAM AVENUE    ,MANHATTAN,10032,Yes,In Compliance ,144.6,null,201.2,null,118.69,ABS,14,"1,495.7","1,146.6",349.1,"178,300",Multifamily Housing
4159600060,0,    40-22,BEACH CHANNEL DRIVE ,QUEENS,11691,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3018030042,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030112,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030113,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030114,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030115,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030116,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030117,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4159550003,4302129;4302142;4463046;4529514;4529892,438,BEACH CHANNEL DRIVE ,QUEENS,11693,Yes,In Compliance ,128.8,null,172,null,null,None,25,"5,068.5","4,064.7","1,003.8","688,239",Multifamily Housing
3011770017,3029552,500,ST JOHNS PLACE      ,BROOKLYN            ,11238,Yes,In Compliance ,82.5,78.3,116.2,111.9,null,None,68,537.8,406.2,131.6,"111,990",Multifamily Housing
3018030118,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030119,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030120,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030121,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030122,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018030123,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018090062,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2032390004,2092440,"2,661",HEATH AVENUE        ,BRONX               ,10463,Yes,In Compliance ,307.9,294.7,440.5,426.5,null,None,1,"1,795.4","1,332.1",463.3,"99,600",Multifamily Housing
3018030124,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3040290001,3323714;3323715;3323716,443,BARBEY STREET       ,BROOKLYN            ,11207,Yes,In Compliance ,90,null,120.1,null,null,None,44,561.6,450.8,110.9,"109,166",Multifamily Housing
1016220017,1080648;1080650,"1,772",MADISON AVENUE      ,MANHATTAN,10035,Yes,In Compliance ,87.2,null,128.3,null,null,None,74,689.8,494.4,195.4,"133,800",Multifamily Housing
3018080059,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
