"NYC Borough, Block, and Lot (BBL)",Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),Primary Property Type - Self Selected
3018080160,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080161,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080162,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080163,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018090074,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
1007240010,1012827,441,WEST   26 STREET    ,MANHATTAN,10001,Yes,In Compliance ,22.1,22.1,65,65.3,null,None,98,233.3,14.3,219,"131,916",Multifamily Housing
3018080164,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080165,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
5035320500,5109567;5109568;5109569;5109570;5109572;5109573;5109574;5116737;5146061,"1,700",RICHMOND ROAD       ,STATEN ISLAND       ,10306,Yes,In Compliance ,131.1,129.7,191.6,190.2,null,None,12,"3,752.5","2,713.6","1,038.9","485,160",Multifamily Housing
3058850111,3146309,"7,022",RIDGE BOULEVARD     ,BROOKLYN            ,11209,Yes,In Compliance ,53,49.9,78.1,74.5,null,None,93,273.3,195.7,77.6,"87,174",Multifamily Housing
3018080166,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080167,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080168,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080169,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
4004900101,4430777;4430778;4430779;4430780;4430781;4430782;4430783;4430784;4430785;4430786;4430787;4430788;4430789;4430790;4430791;4430792;4430793;4430795;4430796;4430797;4430798;4430799,4,   1 STREET         ,QUEENS,11422,Yes,In Compliance ,134.9,130,190.3,185.2,null,None,21,"9,533.6","7,195.2","2,338.4","1,210,810",Multifamily Housing
3018080170,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080171,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080172,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3021450018,3255961;3255977;3341978;3341979,440,BERRY STREET        ,BROOKLYN            ,11249,Yes,In Compliance ,101.5,null,147.5,null,null,None,41,961.8,700.4,261.4,"161,000",Multifamily Housing
3068010069,3183161,"1,745",EAST   18 STREET    ,BROOKLYN            ,11229,Yes,In Compliance ,67.6,65.7,88.5,86.5,null,None,81,241.9,198.1,43.8,"63,000",Multifamily Housing
3018080173,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018080174,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3017990044,3050974;3322165;3322211;3322214;3322216;3322228;3322234,429,LEXINGTON AVENUE    ,BROOKLYN            ,11216,Yes,In Compliance ,119.7,null,185.3,null,null,None,9,"2,206.7","1,482.8",723.9,"306,100",Multifamily Housing
3018040010,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3018090001,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3020070001,3057520,761,ATLANTIC AVENUE     ,BROOKLYN            ,11238,Yes,In Compliance ,173.4,167.4,240.2,233.7,null,None,2,"2,724.1","2,098.3",625.8,"271,380",Multifamily Housing
4123350044,0,   116-45,GUY R BREWER BLVD   ,QUEENS,11434,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
4122350022,4435280;4435282;4435292;4435293;4435294;4529903,   116-30,GUY R BREWER BLVD   ,QUEENS,11434,Yes,In Compliance ,183.1,175.6,246,238,null,None,2,"4,225.4","3,367",858.4,"402,700",Multifamily Housing
1003230001,1078027;1078028;1078029;1078030;1078031;1078032;1078033;1078034;1078035;1078036;1078037;1078038;1078039;1078040;1078041;1078042;1083421;1087112,288,DELANCEY STREET     ,MANHATTAN,10002,Yes,In Compliance ,3.2,3.2,9.3,9.4,null,None,100,506.2,33.2,473,"1,993,701",Multifamily Housing
3021450008,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3021560007,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3021570006,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2022690100,2090990;2090991;2090992;2090993;2090994;2116416;2116417;2116418;2116419;2116420;2116422;2116423;2116424,400,BROOK AVENUE        ,BRONX               ,10454,Yes,In Compliance ,158.3,147.9,205.6,195,103.17,ABS,4,"4,560.8","3,877.4",683.4,"385,100",Multifamily Housing
2025680012,0,690,EAST  140 STREET    ,BRONX               ,10454,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
2022710001,2091293;2000264;2091008;2118035;2000102,509,EAST  144 STREET    ,BRONX               ,10454,Yes,In Compliance ,77.3,null,136.3,null,null,None,1,"1,141.3",630.8,510.5,"233,370",Multifamily Housing
2022810010,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2022820057,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2022720038,0,530,EAST  146 STREET    ,BRONX               ,10455,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
2022870135,0,480,EAST  143 STREET    ,BRONX               ,10454,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
2022720005,2000103;2000433;2000513;2090711;2091071;2091087;2093912;2093913,510,EAST  146 STREET    ,BRONX               ,10455,Yes,In Compliance ,72.6,72,135.5,135.2,null,None,58,"1,574.7",785.6,789.1,"335,010",Multifamily Housing
2022910023,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2022910050,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2022910030,2000508;2091069;2093910;2109608;2116543,460,EAST  147 STREET    ,BRONX               ,10455,Yes,In Compliance ,90.2,87.3,116.7,113.7,null,None,81,857.7,711,146.7,"168,010",Multifamily Housing
2024330001,2002209,"1,020",COLLEGE AVENUE      ,BRONX               ,10456,Yes,In Compliance ,153.8,null,208.2,null,188.53,ABS,4,597.4,472.2,125.2,"67,600",Multifamily Housing
2022720119,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2022910001,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
1021070059,1062490,"1,941",AMSTERDAM AVENUE    ,MANHATTAN,10032,Yes,In Compliance ,129.3,125.1,170.2,165.9,null,None,15,"1,321.6","1,076.1",245.5,"179,600",Multifamily Housing
4050370008,4443443;4443444;4443445;4443446;4443447,    40-29,LAWRENCE STREET     ,QUEENS,11354,Yes,In Compliance ,139,134.2,191,186.1,null,None,14,"3,471.8","2,698.8",773,"432,500",Multifamily Housing
3030800040,0,101,HUMBOLDT STREET     ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030800050,0,125,SEIGEL STREET       ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030800070,0,111,HUMBOLDT STREET     ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030960001,0,50,MANHATTAN AVENUE    ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030960014,0,70,SEIGEL STREET       ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3031050001,0,22,MANHATTAN AVENUE    ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3031050109,0,60,MOORE STREET        ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030800010,3071353;3071354;3071355;3071356;3071440;3071441;3071447;3071508;3327973;3327986;3394278,160,BOERUM STREET       ,BROOKLYN            ,11206,Yes,In Compliance ,98.3,94.9,207,198.6,null,None,9,"3,419.1","1,316.4","2,102.6","510,300",Multifamily Housing
3030810040,0,300,BUSHWICK AVENUE     ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030810050,0,330,BUSHWICK AVENUE     ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030810060,0,155,SEIGEL STREET       ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030810070,0,     175R,SEIGEL STREET       ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030810075,0,124,HUMBOLDT STREET     ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030810080,0,110,HUMBOLDT STREET     ,BROOKLYN            ,11206,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3030810001,3071357;3071358;3071359;3071360;3071361;3071362;3071363,130,HUMBOLDT STREET     ,BROOKLYN            ,11206,Yes,In Compliance ,129,124.3,195.2,190.2,null,None,23,"3,591.3","2,485.2","1,106.1","466,200",Multifamily Housing
2044310001,2093400;2093401,"2,440",BOSTON ROAD         ,BRONX               ,10467,Yes,In Compliance ,48.6,47.3,104.4,103.1,null,None,85,614.7,225.4,389.3,"183,900",Multifamily Housing
2052630070,0,"3,550",BIVONA STREET       ,BRONX               ,10475,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
2052630040,2093875;2093876;2093877;2093879;2112981,"3,475",BIVONA STREET       ,BRONX               ,10475,Yes,In Compliance ,141.5,136.2,199,193.6,null,None,11,"4,686.7","3,548.9","1,137.8","569,000",Multifamily Housing
3043770001,0,845,STANLEY AVENUE      ,BROOKLYN            ,11208,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3043550001,3324162;3324274;3324275;3324276;3324277;3324278;3324279;3324280;3324285;3324286;3324287;3324288;3324289;3324290;3324292;3324293;3324294;3324295;3396477,785,LINDEN BOULEVARD    ,BROOKLYN            ,11203,Yes,In Compliance ,98.1,93,103,97.7,null,None,87,"7,695.4","7,695.3",0,"1,476,675",Multifamily Housing
3043750050,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
3043760001,,,,BROOKLYN,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2037140036,2023475;2023485;2023486,"1,057",BOYNTON AVENUE      ,BRONX               ,10472,Yes,In Compliance ,61,null,102,null,81.06,ABS,83,390.9,235.1,155.8,"103,400",Multifamily Housing
2037150023,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2037150025,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
1003860033,1004617,274,EAST    4 STREET    ,MANHATTAN,10009,Yes,In Compliance ,112.4,108.7,170.5,166.4,null,None,31,864.6,596.8,267.8,"128,654",Multifamily Housing
3081580205,0,"10,835",FLATLANDS AVENUE    ,BROOKLYN            ,11236,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3081740001,0,620,EAST  108 STREET    ,BROOKLYN            ,11236,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3081910001,0,757,EAST  103 STREET    ,BROOKLYN            ,11236,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3081930001,0,"10,609",FLATLANDS AVENUE    ,BROOKLYN            ,11236,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
3081580001,3321344;3321345;3321346;3321347;3321407;3321408;3321409;3321410;3321412;3321413;3321414;3321415;3321514;3321515;3321516;3321517;3321518;3321519;3321520;3321521;3321522;3321523;3331291;3331294;3331295;3331296;3331297;3331298;3331299;3331300;3331301;3331302,254,STANLEY AVENUE      ,BROOKLYN            ,11207,Yes,In Compliance ,173.5,null,229,null,null,None,2,"16,888","13,712.2","3,175.8","1,709,000",Multifamily Housing
3016880001,3325154;3325167;3325168;3325169;3325170;3325171;3325172;3325173;3325174;3325175;3333515;3333516;3333523;3388155,291,PATCHEN AVENUE      ,BROOKLYN            ,11233,Yes,In Compliance ,152.6,null,213.5,null,null,None,8,"7,871.4","5,997","1,874.4","887,268",Multifamily Housing
2038860002,2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986,"1,601",EAST  174 STREET    ,BRONX               ,10472,Yes,In Compliance ,29.9,null,80.6,null,117.53,ABS,99,"2,848.1",415.4,"2,432.7","1,244,450",Multifamily Housing
2038660031,2027475;2027550,"1,500",EAST  174 STREET    ,BRONX               ,10472,Yes,In Compliance ,29.6,29.2,78.3,77.5,null,None,99,284.7,47.6,237.1,"126,670",Multifamily Housing
2038680033,,,,BRONX,,No,Not Applicable,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,
2023590210,2001152,510,EAST  156 STREET    ,BRONX               ,10455,Yes,In Compliance ,119.4,null,170.2,null,null,None,30,"1,911.7","1,466.5",445.2,"240,850",Multifamily Housing
3014600001,3324683;3394308,349,THOMAS S BOYLAND ST ,BROOKLYN            ,11233,Yes,In Compliance ,85.8,null,126.1,null,null,None,61,822.9,590.5,232.4,"162,300",Multifamily Housing
3035610001,0,619,ROCKAWAY AVENUE     ,BROOKLYN            ,11212,Yes,In Compliance ,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,See Primary BBL,null
